Year,Name,Frequency,Gender
1917,AARON,7,Male
1917,ABE,5,Male
1917,ABIE,5,Male
1917,ABRAHAM,25,Male
1917,ABRAM,7,Male
1917,ADAM,19,Male
1917,ADELARD,6,Male
1917,ADRIAN,7,Male
1917,ALAN,34,Male
1917,ALBERT,502,Male
1917,ALBIN,5,Male
1917,ALCIDE,5,Male
1917,ALEX,33,Male
1917,ALEXANDER,187,Male
1917,ALFRED,276,Male
1917,ALFREDO,5,Male
1917,ALLAN,132,Male
1917,ALLEN,51,Male
1917,ALMER,7,Male
1917,ALPHONSE,13,Male
1917,ALTON,8,Male
1917,ALVIN,68,Male
1917,AMBROSE,16,Male
1917,AMOS,10,Male
1917,ANDRE,6,Male
1917,ANDREW,112,Male
1917,ANGELO,18,Male
1917,ANGUS,37,Male
1917,ANTHONY,35,Male
1917,ANTOINE,6,Male
1917,ANTONIO,21,Male
1917,ANTONY,5,Male
1917,ARCHIBALD,38,Male
1917,ARCHIE,39,Male
1917,ARMAND,18,Male
1917,ARNOLD,76,Male
1917,ARTHUR,476,Male
1917,ARVO,7,Male
1917,AUBREY,20,Male
1917,AUDREY,5,Male
1917,AUGUSTINE,5,Male
1917,AURELE,5,Male
1917,AUSTIN,30,Male
1917,BASIL,35,Male
1917,BAZIL,5,Male
1917,BEN,5,Male
1917,BENEDICT,5,Male
1917,BENJAMIN,51,Male
1917,BENNY,5,Male
1917,BERNARD,91,Male
1917,BERT,21,Male
1917,BERTIE,8,Male
1917,BERTRAM,21,Male
1917,BEVERLEY,6,Male
1917,BEVERLY,8,Male
1917,BILLIE,9,Male
1917,BOBBIE,5,Male
1917,BORDEN,6,Male
1917,BRUCE,103,Male
1917,BRUNO,6,Male
1917,BURTON,15,Male
1917,CALVIN,14,Male
1917,CAMERON,19,Male
1917,CARL,92,Male
1917,CARLTON,7,Male
1917,CARMAN,17,Male
1917,CARMEN,6,Male
1917,CECIL,159,Male
1917,CHARLES,790,Male
1917,CHARLEY,6,Male
1917,CHARLIE,15,Male
1917,CHESTER,29,Male
1917,CHRISTOPHER,18,Male
1917,CLARANCE,15,Male
1917,CLARE,11,Male
1917,CLARENCE,216,Male
1917,CLAUD,5,Male
1917,CLAUDE,29,Male
1917,CLAYTON,43,Male
1917,CLEMENT,14,Male
1917,CLIFFORD,171,Male
1917,CLIFTON,9,Male
1917,CLINTON,16,Male
1917,CLYDE,13,Male
1917,COLIN,14,Male
1917,CONRAD,7,Male
1917,CORNELIUS,8,Male
1917,CURTIS,5,Male
1917,CYRIL,53,Male
1917,DALTON,10,Male
1917,DANIEL,91,Male
1917,DAVID,317,Male
1917,DEAN,5,Male
1917,DELBERT,24,Male
1917,DENIS,13,Male
1917,DENNIS,14,Male
1917,DESMOND,6,Male
1917,DOMENICO,6,Male
1917,DOMINIC,9,Male
1917,DOMINICK,8,Male
1917,DON,5,Male
1917,DONALD,497,Male
1917,DOUGLAS,279,Male
1917,DUDLEY,6,Male
1917,DUNCAN,38,Male
1917,DWIGHT,5,Male
1917,EARL,211,Male
1917,EARLE,15,Male
1917,EARNEST,23,Male
1917,EDDIE,7,Male
1917,EDGAR,68,Male
1917,EDMOND,25,Male
1917,EDMUND,29,Male
1917,EDWARD,428,Male
1917,EDWIN,107,Male
1917,ELDON,23,Male
1917,ELGIN,21,Male
1917,ELIAS,6,Male
1917,ELLIOTT,8,Male
1917,ELMER,103,Male
1917,ELTON,6,Male
1917,ELWOOD,13,Male
1917,EMANUEL,7,Male
1917,EMERSON,22,Male
1917,EMIL,10,Male
1917,EMILE,16,Male
1917,ERIC,59,Male
1917,ERLE,5,Male
1917,ERNEST,284,Male
1917,ERVIN,6,Male
1917,ERWIN,5,Male
1917,EUGENE,43,Male
1917,EVERETT,26,Male
1917,EWART,6,Male
1917,FELIX,11,Male
1917,FERDINAND,6,Male
1917,FERGUS,6,Male
1917,FERNAND,8,Male
1917,FLOYD,33,Male
1917,FRANCES,22,Male
1917,FRANCESCO,13,Male
1917,FRANCIS,352,Male
1917,FRANCOIS,7,Male
1917,FRANK,306,Male
1917,FRANKLIN,37,Male
1917,FRED,55,Male
1917,FREDERIC,21,Male
1917,FREDERICK,450,Male
1917,FREDRICK,42,Male
1917,GABRIEL,6,Male
1917,GARFIELD,11,Male
1917,GARNET,42,Male
1917,GARNETT,5,Male
1917,GEORGE,1206,Male
1917,GERALD,148,Male
1917,GERARD,25,Male
1917,GILBERT,45,Male
1917,GINO,5,Male
1917,GIOVANNI,10,Male
1917,GLEN,38,Male
1917,GLENN,15,Male
1917,GORDEN,16,Male
1917,GORDON,508,Male
1917,GRAHAM,14,Male
1917,GRANT,25,Male
1917,GREGORY,10,Male
1917,GRENVILLE,6,Male
1917,GUISEPPE,8,Male
1917,GUSTAVE,6,Male
1917,GUY,14,Male
1917,HAMILTON,7,Male
1917,HARLEY,12,Male
1917,HAROLD,579,Male
1917,HARRY,357,Male
1917,HARVEY,94,Male
1917,HARVIE,5,Male
1917,HECTOR,32,Male
1917,HENRI,13,Male
1917,HENRY,278,Male
1917,HERBERT,263,Male
1917,HERMAN,21,Male
1917,HILLIARD,5,Male
1917,HILTON,9,Male
1917,HIRAM,5,Male
1917,HOMER,10,Male
1917,HORACE,22,Male
1917,HOWARD,220,Male
1917,HUBERT,58,Male
1917,HUGH,118,Male
1917,HYMAN,11,Male
1917,IAN,21,Male
1917,IRA,18,Male
1917,IRVIN,14,Male
1917,IRVINE,8,Male
1917,IRVING,10,Male
1917,IRWIN,15,Male
1917,ISAAC,21,Male
1917,ISIDORE,5,Male
1917,ISRAEL,16,Male
1917,IVAN,59,Male
1917,IVOR,5,Male
1917,J,1774,Male
1917,JACK,270,Male
1917,JACOB,30,Male
1917,JAMES,1213,Male
1917,JEAN,50,Male
1917,JEREMIAH,7,Male
1917,JEROME,19,Male
1917,JESSE,7,Male
1917,JOE,24,Male
1917,JOHN,2453,Male
1917,JOSEPH,426,Male
1917,JULIAN,5,Male
1917,JULIUS,11,Male
1917,KARL,16,Male
1917,KEITH,33,Male
1917,KENNETH,357,Male
1917,LAURENCE,23,Male
1917,LAURENT,11,Male
1917,LAVERNE,5,Male
1917,LAWRANCE,7,Male
1917,LAWRENCE,135,Male
1917,LEE,6,Male
1917,LENARD,15,Male
1917,LEO,131,Male
1917,LEON,27,Male
1917,LEONARD,183,Male
1917,LEOPOLD,7,Male
1917,LEROY,9,Male
1917,LESLIE,108,Male
1917,LESTER,19,Male
1917,LEVI,6,Male
1917,LEWIS,35,Male
1917,LIONEL,27,Male
1917,LLOYD,403,Male
1917,LORENZO,14,Male
1917,LORNE,91,Male
1917,LOUIE,5,Male
1917,LOUIS,136,Male
1917,LOYD,41,Male
1917,LOYDE,8,Male
1917,LUCIEN,22,Male
1917,LUIGI,8,Male
1917,LYALL,6,Male
1917,LYLE,21,Male
1917,M,26,Male
1917,MALCOLM,37,Male
1917,MALCOM,6,Male
1917,MARCEL,5,Male
1917,MARIO,6,Male
1917,MARK,15,Male
1917,MARSHALL,16,Male
1917,MARTIN,43,Male
1917,MARVIN,13,Male
1917,MASON,5,Male
1917,MATHEW,7,Male
1917,MATTHEW,12,Male
1917,MAURICE,81,Male
1917,MAX,32,Male
1917,MAXWELL,14,Male
1917,MELVILLE,38,Male
1917,MELVIN,54,Male
1917,MERVIN,21,Male
1917,MERVYN,11,Male
1917,MICHAEL,140,Male
1917,MICHEAL,8,Male
1917,MICHELE,5,Male
1917,MIKE,28,Male
1917,MILFORD,7,Male
1917,MILTON,55,Male
1917,MORLEY,32,Male
1917,MORRIS,56,Male
1917,MOSES,16,Male
1917,MURRAY,80,Male
1917,MYER,7,Male
1917,NAPOLEON,12,Male
1917,NARCISSE,5,Male
1917,NATHAN,15,Male
1917,NEIL,30,Male
1917,NELSON,54,Male
1917,NEWTON,6,Male
1917,NICHOLAS,26,Male
1917,NICK,15,Male
1917,NOEL,5,Male
1917,NORBERT,8,Male
1917,NORMAN,379,Male
1917,NORMAND,5,Male
1917,NORRIS,5,Male
1917,NORVAL,6,Male
1917,OLAVI,6,Male
1917,OLIVER,43,Male
1917,OMER,13,Male
1917,ORAL,5,Male
1917,ORLAND,8,Male
1917,ORVAL,33,Male
1917,ORVIL,8,Male
1917,ORVILLE,30,Male
1917,OSBORNE,7,Male
1917,OSCAR,44,Male
1917,OSWALD,12,Male
1917,OTTO,8,Male
1917,OVILA,8,Male
1917,OWEN,11,Male
1917,PASQUALE,8,Male
1917,PATRICK,85,Male
1917,PAUL,94,Male
1917,PERCIVAL,15,Male
1917,PERCY,98,Male
1917,PERRY,6,Male
1917,PETE,7,Male
1917,PETER,162,Male
1917,PHILIP,48,Male
1917,PHILIPPE,6,Male
1917,PHILLIP,20,Male
1917,PIERRE,15,Male
1917,RALPH,145,Male
1917,RANDOLPH,8,Male
1917,RAOUL,5,Male
1917,RAPHAEL,5,Male
1917,RAY,33,Male
1917,RAYMOND,167,Male
1917,REAL,5,Male
1917,REGINALD,112,Male
1917,RENE,21,Male
1917,REUBEN,6,Male
1917,RICHARD,182,Male
1917,ROBERT,1005,Male
1917,RODERICK,13,Male
1917,RODNEY,6,Male
1917,ROGER,20,Male
1917,ROLAND,30,Male
1917,ROLLAND,7,Male
1917,ROMEO,17,Male
1917,RONALD,99,Male
1917,ROSCOE,5,Male
1917,ROSS,92,Male
1917,ROWLAND,6,Male
1917,ROY,278,Male
1917,ROYAL,12,Male
1917,RUBEN,11,Male
1917,RUDOLPH,6,Male
1917,RUPERT,5,Male
1917,RUSSEL,41,Male
1917,RUSSELL,152,Male
1917,SALVATORE,7,Male
1917,SAM,25,Male
1917,SAMUEL,155,Male
1917,SHELDON,5,Male
1917,SHERMAN,5,Male
1917,SIDNEY,84,Male
1917,SILAS,6,Male
1917,SIMEON,5,Male
1917,SIMON,9,Male
1917,SOLOMON,16,Male
1917,STAFFORD,6,Male
1917,STANISLAUS,5,Male
1917,STANLEY,218,Male
1917,STEFAN,5,Male
1917,STEPHEN,68,Male
1917,STERLING,6,Male
1917,STEVE,13,Male
1917,STEVEN,7,Male
1917,STEWART,47,Male
1917,STUART,50,Male
1917,SYDNEY,35,Male
1917,SYLVESTER,7,Male
1917,TAUNO,5,Male
1917,THEODORE,32,Male
1917,THEOPHILE,6,Male
1917,THOMAS,629,Male
1917,TIMOTHY,5,Male
1917,TOIVO,6,Male
1917,TOM,5,Male
1917,TONY,17,Male
1917,VERDUN,11,Male
1917,VERNE,6,Male
1917,VERNON,69,Male
1917,VICTOR,144,Male
1917,VINCENT,75,Male
1917,VITTORIO,5,Male
1917,VIVIAN,6,Male
1917,WAINO,7,Male
1917,WALLACE,47,Male
1917,WALTER,396,Male
1917,WARREN,24,Male
1917,WELLINGTON,12,Male
1917,WENDELL,5,Male
1917,WESLEY,51,Male
1917,WILBER,6,Male
1917,WILBERT,65,Male
1917,WILBUR,13,Male
1917,WILFORD,12,Male
1917,WILFRED,203,Male
1917,WILFRID,40,Male
1917,WILLARD,24,Male
1917,WILLIAM,2236,Male
1917,WILLIARD,5,Male
1917,WILLIE,18,Male
1917,WILLIS,17,Male
1917,WILMER,8,Male
1917,WILMOT,7,Male
1917,WILSON,16,Male
1917,WINSTON,8,Male
1917,WOODROW,13,Male
1917,WRAY,5,Male
1918,AARON,7,Male
1918,ABRAHAM,32,Male
1918,ADAM,16,Male
1918,ADELARD,8,Male
1918,ADOLF,5,Male
1918,ADOLPHUS,5,Male
1918,ADRIAN,5,Male
1918,AGOSTINO,5,Male
1918,ALAN,29,Male
1918,ALBERT,482,Male
1918,ALCIDE,11,Male
1918,ALDO,6,Male
1918,ALEC,5,Male
1918,ALEX,22,Male
1918,ALEXANDER,209,Male
1918,ALFRED,232,Male
1918,ALLAN,127,Male
1918,ALLEN,72,Male
1918,ALONZO,8,Male
1918,ALPHONSE,20,Male
1918,ALTON,8,Male
1918,ALVA,7,Male
1918,ALVIN,57,Male
1918,AMBROSE,16,Male
1918,AMOS,10,Male
1918,ANDREW,94,Male
1918,ANGELO,12,Male
1918,ANGUS,31,Male
1918,ANSON,5,Male
1918,ANTHONY,46,Male
1918,ANTOINE,7,Male
1918,ANTONIO,29,Male
1918,ARCHIBALD,52,Male
1918,ARCHIE,28,Male
1918,ARMAND,22,Male
1918,ARNOLD,76,Male
1918,ARTHUR,480,Male
1918,ATHOL,5,Male
1918,AUBREY,14,Male
1918,AUDREY,6,Male
1918,AUGUST,5,Male
1918,AUGUSTINE,6,Male
1918,AURELE,6,Male
1918,AUSTIN,25,Male
1918,BASIL,29,Male
1918,BEN,6,Male
1918,BENJAMIN,56,Male
1918,BERNARD,91,Male
1918,BERT,21,Male
1918,BERTIE,5,Male
1918,BERTON,5,Male
1918,BERTRAM,18,Male
1918,BEVERLEY,12,Male
1918,BEVERLY,11,Male
1918,BILL,5,Male
1918,BILLIE,5,Male
1918,BILLY,8,Male
1918,BLAKE,7,Male
1918,BOLESLAW,5,Male
1918,BORDEN,6,Male
1918,BRIAN,7,Male
1918,BRUCE,106,Male
1918,BURTON,13,Male
1918,BYRON,7,Male
1918,CALVIN,17,Male
1918,CAMERON,14,Male
1918,CAMPBELL,6,Male
1918,CARL,96,Male
1918,CARLTON,6,Male
1918,CARMAN,15,Male
1918,CARMEN,6,Male
1918,CAROL,5,Male
1918,CARROLL,7,Male
1918,CARSON,10,Male
1918,CECIL,145,Male
1918,CHARLES,822,Male
1918,CHARLIE,23,Male
1918,CHESTER,31,Male
1918,CHRISTOPHER,14,Male
1918,CLARANCE,23,Male
1918,CLARENCE,232,Male
1918,CLARK,6,Male
1918,CLAUD,6,Male
1918,CLAUDE,23,Male
1918,CLAYTON,44,Male
1918,CLEMENT,11,Male
1918,CLIFFORD,205,Male
1918,CLIFTON,9,Male
1918,CLINTON,16,Male
1918,CLYDE,10,Male
1918,COLIN,14,Male
1918,CONRAD,16,Male
1918,CORNELIUS,6,Male
1918,CYRIL,32,Male
1918,DALTON,16,Male
1918,DANIEL,72,Male
1918,DARCY,6,Male
1918,DAVID,294,Male
1918,DELBERT,21,Male
1918,DELMER,9,Male
1918,DENIS,7,Male
1918,DENNIS,16,Male
1918,DESMOND,8,Male
1918,DOMINIC,7,Male
1918,DOMINICO,6,Male
1918,DONALD,534,Male
1918,DOUGALD,5,Male
1918,DOUGLAS,429,Male
1918,DUNCAN,29,Male
1918,DWIGHT,8,Male
1918,EARL,172,Male
1918,EARLE,24,Male
1918,EARNEST,39,Male
1918,EDDIE,7,Male
1918,EDGAR,71,Male
1918,EDMOND,25,Male
1918,EDMUND,29,Male
1918,EDOUARD,5,Male
1918,EDWARD,472,Male
1918,EDWIN,107,Male
1918,EINO,5,Male
1918,ELBERT,5,Male
1918,ELDON,18,Male
1918,ELDRED,5,Male
1918,ELGIN,20,Male
1918,ELI,7,Male
1918,ELIJAH,6,Male
1918,ELLWOOD,6,Male
1918,ELMER,140,Male
1918,ELMO,5,Male
1918,ELTON,6,Male
1918,ELWOOD,20,Male
1918,ELWYN,6,Male
1918,EMANUEL,5,Male
1918,EMERSON,22,Male
1918,EMILE,17,Male
1918,ERIC,63,Male
1918,ERMINIO,5,Male
1918,ERNEST,272,Male
1918,ERNIE,5,Male
1918,ERWIN,7,Male
1918,EUGENE,65,Male
1918,EVAN,9,Male
1918,EVERETT,47,Male
1918,EWART,14,Male
1918,EZRA,5,Male
1918,FELIX,9,Male
1918,FERDINAND,7,Male
1918,FERGUS,5,Male
1918,FERNAND,7,Male
1918,FLOYD,32,Male
1918,FRANCES,18,Male
1918,FRANCESCO,6,Male
1918,FRANCIS,343,Male
1918,FRANCISCO,5,Male
1918,FRANCOIS,7,Male
1918,FRANK,298,Male
1918,FRANKLIN,47,Male
1918,FRASER,8,Male
1918,FRED,78,Male
1918,FREDDIE,5,Male
1918,FREDERIC,17,Male
1918,FREDERICK,410,Male
1918,FREDRICK,67,Male
1918,GARFIELD,15,Male
1918,GARNET,61,Male
1918,GEORGE,1193,Male
1918,GERALD,188,Male
1918,GERARD,29,Male
1918,GILBERT,64,Male
1918,GIOVANNI,8,Male
1918,GLEN,41,Male
1918,GLENN,19,Male
1918,GODFREY,5,Male
1918,GORDAN,5,Male
1918,GORDEN,11,Male
1918,GORDON,552,Male
1918,GRAHAM,14,Male
1918,GRANT,19,Male
1918,GREGORY,7,Male
1918,GRENVILLE,5,Male
1918,GUISEPPE,8,Male
1918,GUY,8,Male
1918,HAROLD,591,Male
1918,HARRIS,11,Male
1918,HARROLD,5,Male
1918,HARRY,370,Male
1918,HARVEY,100,Male
1918,HARVIE,5,Male
1918,HECTOR,33,Male
1918,HENERY,5,Male
1918,HENRI,17,Male
1918,HENRY,256,Male
1918,HERBERT,239,Male
1918,HERMAN,27,Male
1918,HILLIARD,7,Male
1918,HIRAM,6,Male
1918,HOMER,9,Male
1918,HORACE,23,Male
1918,HOWARD,242,Male
1918,HUBERT,39,Male
1918,HUGH,123,Male
1918,HYMAN,9,Male
1918,IAN,18,Male
1918,IRA,6,Male
1918,IRVIN,12,Male
1918,IRVINE,9,Male
1918,IRVING,17,Male
1918,IRWIN,18,Male
1918,ISAAC,12,Male
1918,ISIDORE,6,Male
1918,ISRAEL,11,Male
1918,IVAN,63,Male
1918,J,1929,Male
1918,JACK,244,Male
1918,JACKSON,7,Male
1918,JACOB,24,Male
1918,JAMES,1257,Male
1918,JEAN,58,Male
1918,JEREMIAH,5,Male
1918,JEROME,14,Male
1918,JESSE,9,Male
1918,JOE,22,Male
1918,JOEL,5,Male
1918,JOHN,2364,Male
1918,JOSEPH,444,Male
1918,JULIAN,9,Male
1918,JULIUS,6,Male
1918,JUSTIN,6,Male
1918,KARL,19,Male
1918,KEITH,35,Male
1918,KENETH,5,Male
1918,KENNETH,394,Male
1918,LAURENCE,22,Male
1918,LAURENT,17,Male
1918,LAURI,8,Male
1918,LAVERN,7,Male
1918,LAWRENCE,169,Male
1918,LAWSON,5,Male
1918,LENARD,9,Male
1918,LENNARD,5,Male
1918,LEO,106,Male
1918,LEON,20,Male
1918,LEONARD,172,Male
1918,LEOPOLD,9,Male
1918,LEROY,13,Male
1918,LESLIE,101,Male
1918,LESTER,12,Male
1918,LEVI,5,Male
1918,LEWIS,43,Male
1918,LIONEL,25,Male
1918,LLOYD,362,Male
1918,LORENZO,6,Male
1918,LORNE,116,Male
1918,LOUIS,119,Male
1918,LOYD,36,Male
1918,LUCIEN,30,Male
1918,LUIGI,10,Male
1918,LYLE,23,Male
1918,M,26,Male
1918,MAC,5,Male
1918,MALCOLM,33,Male
1918,MARCEL,6,Male
1918,MARGARET,5,Male
1918,MARIAN,5,Male
1918,MARIO,5,Male
1918,MARION,5,Male
1918,MARK,17,Male
1918,MARSHALL,19,Male
1918,MARTIN,35,Male
1918,MARVIN,9,Male
1918,MATHEW,5,Male
1918,MATTHEW,17,Male
1918,MAURICE,70,Male
1918,MAX,37,Male
1918,MAXWELL,16,Male
1918,MAYNARD,5,Male
1918,MELVILLE,51,Male
1918,MELVIN,54,Male
1918,MEREDITH,5,Male
1918,MERLE,5,Male
1918,MERVIN,28,Male
1918,MERVYN,13,Male
1918,MICHAEL,147,Male
1918,MICHEAL,5,Male
1918,MICHEL,7,Male
1918,MIKE,26,Male
1918,MILTON,56,Male
1918,MOISE,6,Male
1918,MORGAN,9,Male
1918,MORLEY,32,Male
1918,MORRIS,63,Male
1918,MORTIMER,5,Male
1918,MOSES,13,Male
1918,MURRAY,105,Male
1918,MURRY,9,Male
1918,MYER,5,Male
1918,MYRON,6,Male
1918,NAPOLEON,10,Male
1918,NATHAN,9,Male
1918,NATHANIEL,5,Male
1918,NEIL,29,Male
1918,NELSON,53,Male
1918,NICHOLAS,28,Male
1918,NICK,19,Male
1918,NOEL,13,Male
1918,NORMAN,356,Male
1918,NORVAL,6,Male
1918,NYKOLA,5,Male
1918,OIVA,5,Male
1918,OLIVER,30,Male
1918,OMER,18,Male
1918,ORLAND,6,Male
1918,ORLANDO,8,Male
1918,ORLEY,6,Male
1918,ORVAL,23,Male
1918,ORVILLE,28,Male
1918,OSCAR,45,Male
1918,OSWALD,7,Male
1918,OTTO,6,Male
1918,OVILA,6,Male
1918,OWEN,12,Male
1918,PASQUALE,9,Male
1918,PATRICK,97,Male
1918,PAUL,120,Male
1918,PERCIVAL,18,Male
1918,PERCY,87,Male
1918,PERRY,5,Male
1918,PETE,11,Male
1918,PETER,144,Male
1918,PETRO,7,Male
1918,PHILIP,67,Male
1918,PHILIPPE,7,Male
1918,PHILLIP,18,Male
1918,PIERRE,15,Male
1918,RAE,5,Male
1918,RALPH,136,Male
1918,RANDOLPH,6,Male
1918,RAOUL,8,Male
1918,RAY,34,Male
1918,RAYMOND,187,Male
1918,REGINALD,96,Male
1918,REINO,6,Male
1918,RENE,27,Male
1918,REUBEN,18,Male
1918,RICHARD,207,Male
1918,ROBERT,1006,Male
1918,ROCCO,5,Male
1918,RODERICK,17,Male
1918,RODNEY,5,Male
1918,ROGER,20,Male
1918,ROLAND,41,Male
1918,ROLLAND,8,Male
1918,ROMEO,15,Male
1918,RONALD,115,Male
1918,ROSCOE,6,Male
1918,ROSS,116,Male
1918,ROY,268,Male
1918,ROYAL,7,Male
1918,RUDOLPH,8,Male
1918,RUPERT,7,Male
1918,RUSSEL,40,Male
1918,RUSSELL,181,Male
1918,SALVATORE,7,Male
1918,SAM,13,Male
1918,SAMUEL,151,Male
1918,SANFORD,5,Male
1918,SAUL,5,Male
1918,SEYMOUR,5,Male
1918,SHIRLEY,5,Male
1918,SIDNEY,67,Male
1918,SIMON,17,Male
1918,SOLOMON,13,Male
1918,STANLEY,277,Male
1918,STEPHAN,5,Male
1918,STEPHEN,42,Male
1918,STEVE,22,Male
1918,STEVEN,10,Male
1918,STEWART,56,Male
1918,STUART,36,Male
1918,SYDNEY,42,Male
1918,SYLVESTER,9,Male
1918,TAUNO,7,Male
1918,TEDDY,8,Male
1918,TERENCE,7,Male
1918,THEODORE,29,Male
1918,THOMAS,629,Male
1918,TIMOTHY,5,Male
1918,TOIVO,5,Male
1918,TOM,5,Male
1918,TOMAS,5,Male
1918,TONY,12,Male
1918,UMBERTO,6,Male
1918,VERDUN,11,Male
1918,VERNON,78,Male
1918,VICTOR,210,Male
1918,VICTORY,5,Male
1918,VINCENT,73,Male
1918,VINCENZO,10,Male
1918,WALLACE,48,Male
1918,WALTER,356,Male
1918,WARD,7,Male
1918,WARREN,17,Male
1918,WASYL,6,Male
1918,WELDON,7,Male
1918,WELLINGTON,6,Male
1918,WENDELL,5,Male
1918,WESLEY,46,Male
1918,WILBER,5,Male
1918,WILBERT,74,Male
1918,WILBUR,12,Male
1918,WILFORD,8,Male
1918,WILFRED,187,Male
1918,WILFRID,47,Male
1918,WILHO,7,Male
1918,WILLARD,25,Male
1918,WILLIAM,2208,Male
1918,WILLIE,15,Male
1918,WILLIS,11,Male
1918,WILMER,9,Male
1918,WILMOT,8,Male
1918,WILSON,13,Male
1918,WINSTON,6,Male
1918,WLFRED,5,Male
1918,WLLIAM,7,Male
1918,WOODROW,20,Male
1919,AARON,8,Male
1919,ABRAHAM,24,Male
1919,ADELARD,13,Male
1919,ADOLPH,6,Male
1919,ADRIAN,6,Male
1919,AIME,6,Male
1919,ALAN,37,Male
1919,ALBERT,468,Male
1919,ALBERTO,6,Male
1919,ALCIDE,8,Male
1919,ALDO,6,Male
1919,ALEC,5,Male
1919,ALEX,24,Male
1919,ALEXANDER,166,Male
1919,ALFRED,213,Male
1919,ALFREDO,7,Male
1919,ALLAN,147,Male
1919,ALLEN,62,Male
1919,ALMER,7,Male
1919,ALPHONSE,16,Male
1919,ALVIN,76,Male
1919,ALWYN,6,Male
1919,AMBROSE,13,Male
1919,AMOS,12,Male
1919,ANDREW,95,Male
1919,ANGELO,6,Male
1919,ANGUS,46,Male
1919,ANTHONY,38,Male
1919,ANTONIO,21,Male
1919,ARCHIBALD,39,Male
1919,ARCHIE,37,Male
1919,ARMAND,26,Male
1919,ARNOLD,71,Male
1919,ARTHUR,549,Male
1919,ARVO,5,Male
1919,AUBREY,9,Male
1919,AUGUST,6,Male
1919,AURELE,7,Male
1919,AUSTIN,26,Male
1919,BASIL,20,Male
1919,BEN,6,Male
1919,BENEDICT,9,Male
1919,BENJAMIN,33,Male
1919,BENNIE,8,Male
1919,BERNARD,86,Male
1919,BERT,22,Male
1919,BERTRAM,25,Male
1919,BEVERLEY,5,Male
1919,BEVERLY,8,Male
1919,BILLIE,6,Male
1919,BILLY,5,Male
1919,BLAKE,9,Male
1919,BOYD,5,Male
1919,BRUCE,128,Male
1919,BRUNO,13,Male
1919,BURTON,14,Male
1919,BYRON,7,Male
1919,CALVIN,16,Male
1919,CAMERON,13,Male
1919,CARL,95,Male
1919,CARMAN,14,Male
1919,CARMEN,9,Male
1919,CARSON,7,Male
1919,CECIL,136,Male
1919,CHARLES,729,Male
1919,CHARLIE,22,Male
1919,CHESTER,25,Male
1919,CHRISTOPHER,18,Male
1919,CLAIR,7,Male
1919,CLAIRE,6,Male
1919,CLARANCE,10,Male
1919,CLARE,11,Male
1919,CLARENCE,214,Male
1919,CLAUDE,28,Male
1919,CLAYTON,56,Male
1919,CLEMENT,12,Male
1919,CLIFFORD,182,Male
1919,CLIFTON,10,Male
1919,CLINTON,8,Male
1919,CLYDE,9,Male
1919,COLIN,15,Male
1919,CORNELIUS,5,Male
1919,CURTIS,5,Male
1919,CYRIL,33,Male
1919,DALTON,16,Male
1919,DAN,6,Male
1919,DANIEL,87,Male
1919,DAVID,298,Male
1919,DELBERT,32,Male
1919,DELMAR,5,Male
1919,DELMER,8,Male
1919,DENIS,5,Male
1919,DENNIS,22,Male
1919,DESMOND,5,Male
1919,DNALD,5,Male
1919,DOMENICO,8,Male
1919,DOMINIC,13,Male
1919,DON,6,Male
1919,DONALD,572,Male
1919,DONAT,9,Male
1919,DOUGLAS,361,Male
1919,DOUGLASS,5,Male
1919,DUNCAN,37,Male
1919,EARL,214,Male
1919,EARLE,24,Male
1919,EARNEST,36,Male
1919,EDGAR,74,Male
1919,EDMOND,20,Male
1919,EDMUND,27,Male
1919,EDWARD,499,Male
1919,EDWIN,96,Male
1919,ELDEN,5,Male
1919,ELDON,21,Male
1919,ELGIN,16,Male
1919,ELI,7,Male
1919,ELIE,6,Male
1919,ELLIS,9,Male
1919,ELLWOOD,5,Male
1919,ELMER,94,Male
1919,ELMORE,8,Male
1919,ELVIN,10,Male
1919,ELWOOD,23,Male
1919,EMERSON,19,Male
1919,EMIL,8,Male
1919,EMILE,16,Male
1919,EMMETT,5,Male
1919,EORGE,9,Male
1919,ERIC,63,Male
1919,ERNEST,268,Male
1919,ERROL,6,Male
1919,ERVIN,7,Male
1919,ERWIN,10,Male
1919,EUGENE,54,Male
1919,EVAN,7,Male
1919,EVERETT,26,Male
1919,EWART,6,Male
1919,FELIX,14,Male
1919,FERDINAND,9,Male
1919,FERNAND,6,Male
1919,FLOYD,37,Male
1919,FORD,5,Male
1919,FRANCES,14,Male
1919,FRANCESCO,6,Male
1919,FRANCIS,319,Male
1919,FRANCOIS,12,Male
1919,FRANK,298,Male
1919,FRANKLIN,44,Male
1919,FRASER,6,Male
1919,FRED,58,Male
1919,FREDDIE,7,Male
1919,FREDERIC,15,Male
1919,FREDERICK,361,Male
1919,FREDRICK,71,Male
1919,GABRIEL,5,Male
1919,GARFIELD,13,Male
1919,GARNET,54,Male
1919,GEOFFREY,9,Male
1919,GEORGE,1107,Male
1919,GERALD,184,Male
1919,GERARD,24,Male
1919,GILBERT,49,Male
1919,GIOVANNI,8,Male
1919,GLEN,36,Male
1919,GLENDON,5,Male
1919,GLENN,16,Male
1919,GODFREY,5,Male
1919,GORDEN,12,Male
1919,GORDON,559,Male
1919,GRAHAM,10,Male
1919,GRANT,27,Male
